Dates,Q_obs,Prec,ETP
11/09/70,2.656,11.05057518,2.332277436
12/09/70,2.898,0.321806022,3.157887652
13/09/70,3.144,1.205243455,2.110353622
14/09/70,3.246,0,3.906747346
15/09/70,3.316,8.348246073,3.103377149
16/09/70,3.371,1.26349179,3.310910447
17/09/70,3.422,0.819671937,3.916431031
18/09/70,3.474,29.3567759,3.716059518
19/09/70,3.52,0,4.098608379
20/09/70,3.586,0.28525772,3.707196937
21/09/70,3.718,0.032106709,3.532249402
22/09/70,3.756,6.645721177,3.633613738
23/09/70,3.842,0.426011717,3.856319358
24/09/70,4.014,4.039368177,4.025254466
25/09/70,4.128,0,3.345255419
26/09/70,4.258,3.029978269,3.531026568
27/09/70,4.357,2.942038223,2.559150425
28/09/70,4.203,6.301320774,3.073265463
29/09/70,3.971,2.55324327,3.781200138
30/09/70,3.823,0,3.967268871
01/10/70,3.732,0,2.873774122
02/10/70,3.648,0.43253332,3.395635739
03/10/70,3.55,0,3.667993644
04/10/70,3.479,0,3.503635082
05/10/70,3.386,8.568145035,3.965018972
06/10/70,3.287,3.789385764,3.819393587
07/10/70,3.183,0.136412538,4.089164725
08/10/70,2.91,0.046130702,3.907823311
09/10/70,2.606,1.712533625,3.797459358
10/10/70,2.162,0.689372088,3.339319066
11/10/70,2.033,2.995672419,3.466151458
12/10/70,1.946,1.798838871,3.885337648
13/10/70,1.818,0,3.911973462
14/10/70,1.523,0,4.137517522
15/10/70,1.281,0,3.493994257
16/10/70,1.233,0,4.093886552
17/10/70,1.178,0,2.925750209
18/10/70,1.136,6.87722761,3.299573796
19/10/70,1.072,5.179165498,3.785229691
20/10/70,0.97,6.350629464,3.329600601
21/10/70,0.927,0,2.08766658
22/10/70,0.881,0,2.914351944
23/10/70,0.818,0,2.533145004
24/10/70,0.754,0,2.472293982
25/10/70,0.718,0,3.266355534
26/10/70,0.688,0,3.956319363
27/10/70,0.653,0,3.7878489
28/10/70,0.62,0,4.038402409
29/10/70,0.599,0,4.020615013
30/10/70,0.581,0,4.049902731
31/10/70,0.552,0,3.882100876
01/11/70,0.514,0,3.491317064
02/11/70,0.473,0,4.055855839
03/11/70,0.413,0,3.798749607
04/11/70,0.387,0,4.162934577
05/11/70,0.363,0,4.014683637
06/11/70,0.333,0,4.076534275
07/11/70,0.316,0,4.053691073
08/11/70,0.298,0,3.35386313
09/11/70,0.286,0,3.440547668
10/11/70,0.28,0,3.464812861
11/11/70,0.269,0,4.016678507
12/11/70,0.26,0,3.883974796
13/11/70,0.245,0,4.081526476
14/11/70,0.231,0,4.167031788
15/11/70,0.222,0,4.271318353
16/11/70,0.215,0,4.468983576
17/11/70,0.205,0,4.27190747
18/11/70,0.194,0,4.333848629
19/11/70,0.186,0,4.401571672
20/11/70,0.18,0,4.300506123
21/11/70,0.174,0,4.042326049
22/11/70,0.17,0,4.168607639
23/11/70,0.166,0,4.185316532
24/11/70,0.159,0,4.130625648
25/11/70,0.15,0,4.232358636
26/11/70,0.143,0,4.543066326
27/11/70,0.136,0,4.279271433
28/11/70,0.121,0,3.987066533
29/11/70,0.118,0,4.295309003
30/11/70,0.116,0,4.607975689
01/12/70,0.111,0,4.597017408
02/12/70,0.106,0,4.54650595
03/12/70,0.1,0,4.481101745
04/12/70,0.096,0,4.32247301
05/12/70,0.09,0,3.964718986
06/12/70,0.086,0,3.849023721
07/12/70,0.083,0,4.090692375
08/12/70,0.077,0,4.190810865
09/12/70,0.074,0,4.171554302
10/12/70,0.071,0,4.613631575
11/12/70,0.068,0,4.995093998
12/12/70,0.063,0,4.578790358
13/12/70,0.06,0,4.753294196
14/12/70,0.057,0,4.780451055
15/12/70,0.056,0,4.77226541
16/12/70,0.054,0,4.355829069
17/12/70,0.053,0,4.342380369
18/12/70,0.051,0,4.548143866
19/12/70,0.048,0,4.327705776
20/12/70,0.046,0,4.350400204
21/12/70,0.044,0,4.575854956
22/12/70,0.042,0,4.872572045
23/12/70,0.04,0,4.749064445
24/12/70,0.038,0,4.687730581
25/12/70,0.037,0,4.782447554
26/12/70,0.037,0,4.706430853
27/12/70,0.035,0,4.726183106
28/12/70,0.033,0,4.604264013
29/12/70,0.031,0,4.510630311
30/12/70,0.029,0,4.349717665
31/12/70,0.026,0,4.859902776
01/01/71,0.025,0,5.341874539
02/01/71,0.025,0,5.005850872
03/01/71,0.024,0,4.799812776
04/01/71,0.022,0,4.589798115
05/01/71,0.021,0,4.864455795
06/01/71,0.02,0,4.964410286
07/01/71,0.019,0,5.068100468
08/01/71,0.018,0,4.959767682
09/01/71,0.018,0,4.574203792
10/01/71,0.017,0,4.395511204
11/01/71,0.016,0,4.661217644
12/01/71,0.015,0,5.286409858
13/01/71,0.014,0,5.65504271
14/01/71,0.012,0,5.53045658
15/01/71,0.011,0,5.230085027
16/01/71,0.01,0,5.030303486
17/01/71,0.01,0,4.734720071
18/01/71,0.01,0,4.671236706
19/01/71,0.009,0,4.967997753
20/01/71,0.009,0,4.706010592
21/01/71,0.009,0,4.804707751
22/01/71,0.009,0,4.937227175
23/01/71,0.008,0,5.192319946
24/01/71,0.008,0,5.75364661
25/01/71,0.008,0,5.762537987
26/01/71,0.007,0,5.545917247
27/01/71,0.007,0,4.665293195
28/01/71,0.006,0,4.487873814
29/01/71,0.006,0,4.045032007
30/01/71,0.006,0,4.674806427
31/01/71,0.006,0,5.168872179
01/02/71,0.005,0,5.236883485
02/02/71,0.005,0,5.054579124
03/02/71,0.005,0,4.985578301
04/02/71,0.004,0,5.576791571
05/02/71,0.004,0,5.811996273
06/02/71,0.004,0,5.000265572
07/02/71,0.004,0,4.670897077
08/02/71,0.003,0,4.758443458
09/02/71,0.004,0,4.841403314
10/02/71,0.01,0,4.552730031
11/02/71,0.007,0,4.675337556
12/02/71,0.004,0,5.001920476
13/02/71,0.003,0,4.742995671
14/02/71,0.003,0,4.33674942
15/02/71,0.003,0.178901441,4.066052665
16/02/71,0.002,0,4.641992719
17/02/71,0.002,0,5.444914173
18/02/71,0.002,0,5.766983676
19/02/71,0.001,0,5.327258388
20/02/71,0.001,0,5.086362863
21/02/71,0.001,0,5.786433563
22/02/71,0.001,0,5.451987187
23/02/71,0.001,0,5.380808192
24/02/71,0.001,0,5.56345162
25/02/71,0.001,0,5.27906759
26/02/71,0.001,0,5.584723434
27/02/71,0.001,0,5.352142193
28/02/71,0.001,0,5.247432817
01/03/71,0.001,0,5.894793489
02/03/71,0,0,6.733345954
03/03/71,0,0,6.420267615
04/03/71,0,0,6.612324075
05/03/71,0,0,5.482636913
06/03/71,0,0,5.886390781
07/03/71,0,0,6.7701787
08/03/71,0,0,6.161532661
09/03/71,0,0,5.316577355
10/03/71,0,0,5.222788252
11/03/71,0,0,6.51234948
12/03/71,0,0,6.2984784
13/03/71,0,0,5.996713999
14/03/71,0,0,6.250339304
15/03/71,0,0,6.292814977
16/03/71,0,0,6.050821806
17/03/71,0,0,5.789212119
18/03/71,0,0.311265506,4.97812707
19/03/71,0,0,5.367126693
20/03/71,0,0,5.884710239
21/03/71,0,0,5.317701674
22/03/71,0,0,5.616784683
23/03/71,0,0,5.195856446
24/03/71,0,0,5.855580852
25/03/71,0,0,6.978020622
26/03/71,0,0.468257684,6.299894255
27/03/71,0,0.128449856,6.793856894
28/03/71,0,10.33349811,6.809642356
29/03/71,0,0.301726258,6.475516734
30/03/71,0,0.058664712,6.425529436
31/03/71,0,0.127485051,6.340954073
01/04/71,0,0,6.074035372
02/04/71,0,0,5.799214918
03/04/71,0,20.03123575,5.110500261
04/04/71,0,0,5.85334013
05/04/71,0,0,5.40353303
06/04/71,0,0,3.712761813
07/04/71,0,0,5.311798998
08/04/71,0,0,5.577512649
09/04/71,0,11.18575802,5.292965455
10/04/71,0,7.401436675,5.632005618
11/04/71,0,0,5.589049904
12/04/71,0,0,5.947444042
13/04/71,0,0,5.851099408
14/04/71,0,0,4.315590836
15/04/71,0,0.117427406,4.973062411
16/04/71,0,0,4.659010055
17/04/71,0,19.95949459,4.701597855
18/04/71,0,1.114525882,4.737294702
19/04/71,0,0,3.528091766
20/04/71,0,0,3.938357293
21/04/71,0,0.523145114,4.317154967
22/04/71,0,0.276104631,4.090136866
23/04/71,0,2.544216184,4.42240751
24/04/71,0,0.051403435,4.573836867
25/04/71,0,0,4.468385939
26/04/71,0,6.446543682,4.455387336
27/04/71,0,0.872764546,5.121025769
28/04/71,0,0,5.86454374
29/04/71,0,0,5.760315143
30/04/71,0,13.8127452,4.705590331
01/05/71,0,14.68879689,4.882356104
02/05/71,0,0.894421968,3.54455356
03/05/71,0,0.812835033,3.90367316
04/05/71,0,29.99689634,3.725128205
05/05/71,0,0.121674444,3.637577535
06/05/71,0,0,5.436390309
07/05/71,0,0,5.992740616
08/05/71,0,0,5.061228965
09/05/71,0,2.055874762,4.486261416
10/05/71,0,6.134263943,4.250990334
11/05/71,0.001,0.564132556,4.818280184
12/05/71,0.011,0,4.894306544
13/05/71,0.009,0,4.927112958
14/05/71,0.007,0.462691872,4.492066047
15/05/71,0.005,15.76406232,5.523133106
16/05/71,0.007,2.180782874,3.876308757
17/05/71,0.007,1.252660236,4.459421385
18/05/71,0.005,0.938741195,3.582833751
19/05/71,0.004,14.32529186,2.644750331
20/05/71,0.004,6.29003538,3.262247807
21/05/71,0.001,3.176603594,3.752237516
22/05/71,0,0,3.872859578
23/05/71,0,0,2.949590704
24/05/71,0,0.035785476,4.630010788
25/05/71,0,6.446599461,4.609566407
26/05/71,0,1.588873033,4.525796611
27/05/71,0.001,0,3.52466783
28/05/71,0.001,0.288059133,3.03857776
29/05/71,0,0,3.428584929
30/05/71,0,0,3.057598525
31/05/71,0,0,2.63476321
01/06/71,0,0.999259469,2.881524942
02/06/71,0,0,4.44282138
03/06/71,0,0.956216581,4.565341985
04/06/71,0,0,4.471427361
05/06/71,0,18.99912095,4.565014402
06/06/71,0,0.076111655,3.295590649
07/06/71,0.001,0.089027528,4.269698281
08/06/71,0.001,4.388328381,4.393271192
09/06/71,0.001,0,4.437111071
10/06/71,0.004,0.917718345,4.534065468
11/06/71,0.003,0.224099864,3.634109213
12/06/71,0.003,0,4.285059128
13/06/71,0.003,1.060121536,4.208971575
14/06/71,0.002,0.391526129,4.103914721
15/06/71,0.001,2.518406782,3.931026999
16/06/71,0.001,3.099145665,4.886865704
17/06/71,0,1.183923883,4.29487591
18/06/71,0.001,3.677746723,3.923370914
19/06/71,0.012,8.063444801,3.741780159
20/06/71,0.012,1.682840711,4.685251976
21/06/71,0.009,0,3.862147817
22/06/71,0.005,0.427581567,3.145626085
23/06/71,0.003,5.756990252,2.847637374
24/06/71,0.002,0,2.438745691
25/06/71,0.001,0,2.594035746
26/06/71,0.002,0.281518873,3.663846157
27/06/71,0.006,0,3.951369585
28/06/71,0.005,1.374958833,4.081248722
29/06/71,0.004,1.816415362,3.689582197
30/06/71,0.003,1.214449183,4.097775115
01/07/71,0.002,0,2.731590474
02/07/71,0.001,0,2.536950675
03/07/71,0.005,0.904795289,3.935588071
04/07/71,0.004,4.326835161,4.187355381
05/07/71,0.003,0,4.274263938
06/07/71,0.003,0.52105451,4.320752467
07/07/71,0.015,0.233061366,3.710288535
08/07/71,0.012,5.227986335,3.194570184
09/07/71,0.009,34.33130544,3.518064525
10/07/71,0.006,4.194074998,2.515323312
11/07/71,0.004,0,3.725952631
12/07/71,0.004,0.498970653,4.036501624
13/07/71,0.022,11.62303952,2.945858956
14/07/71,0.04,2.423643998,3.486230399
15/07/71,0.032,1.948373572,4.003542932
16/07/71,0.026,0.217416365,4.438416284
17/07/71,0.019,0.335957625,2.677061603
18/07/71,0.029,5.855436257,3.556136731
19/07/71,0.022,0.795618069,4.239871591
20/07/71,0.073,8.241753467,4.048955646
21/07/71,0.138,0,3.222611099
22/07/71,0.132,14.48516043,3.660735542
23/07/71,0.119,0.170424718,3.9208886
24/07/71,0.111,1.121535257,3.890618697
25/07/71,0.191,0,4.150485357
26/07/71,0.165,0,2.405534343
27/07/71,0.155,1.610280566,3.247080815
28/07/71,0.142,2.258145027,2.890187623
29/07/71,0.129,61.70096521,3.011964203
30/07/71,0.224,0,2.691748546
31/07/71,0.223,0,2.066010767
01/08/71,0.2,45.44538804,3.493726537
02/08/71,0.259,6.821250559,3.358018577
03/08/71,0.247,12.02531188,2.115509768
04/08/71,0.222,0.068275226,2.822839519
05/08/71,0.195,0,2.948524491
06/08/71,0.18,2.768284311,3.696117872
07/08/71,0.466,0,2.079416747
08/08/71,0.637,0,2.225851292
09/08/71,0.429,11.49175418,3.305701715
10/08/71,0.38,6.853496107,3.500455713
11/08/71,0.35,0.779203512,3.358612212
12/08/71,0.337,22.64563666,2.432181895
13/08/71,0.445,0,2.542024904
14/08/71,0.567,11.88769594,2.555979032
15/08/71,0.748,14.36631835,3.042459549
16/08/71,0.829,0,2.728250887
17/08/71,0.939,24.95881629,3.178206821
18/08/71,0.996,16.25404129,2.87240633
19/08/71,1.09,0,2.512406069
20/08/71,1.212,23.99615406,2.453331905
21/08/71,1.439,0.539330806,2.850554769
22/08/71,1.621,1.30961156,3.384779511
23/08/71,1.69,27.47126722,2.350998645
24/08/71,1.798,0.129734892,2.660024751
25/08/71,1.804,0,3.421203665
26/08/71,1.672,34.78373285,3.541596154
27/08/71,1.597,0,2.516781933
28/08/71,1.56,20.78501432,2.852985931
29/08/71,1.541,1.970356379,3.606392999
30/08/71,1.733,0.053432321,3.89709224
31/08/71,2.114,0.573817624,3.5300483
01/09/71,2.103,32.79965517,3.270463261
02/09/71,2.242,1.547670567,3.784625258
03/09/71,2.104,10.08465241,3.555890281
04/09/71,1.973,16.67260407,3.339022249
05/09/71,1.714,15.89838457,3.033143255
06/09/71,1.656,1.670376125,3.494529695
07/09/71,1.627,7.665427327,3.762059761
08/09/71,1.612,14.68247731,2.024761599
09/09/71,1.603,35.184698,2.620041167
10/09/71,1.588,0.220813995,3.646910586
11/09/71,1.519,3.55460558,2.095916414
12/09/71,1.498,4.632578631,3.119051725
13/09/71,1.347,38.99146936,2.517511244
14/09/71,1.316,33.49978675,3.626429356
15/09/71,1.353,0.87846621,4.094580938
16/09/71,1.31,52.06050502,3.57263284
17/09/71,1.273,0,3.118639236
18/09/71,1.373,3.513360116,3.518553659
19/09/71,1.374,3.996016561,3.052164021
20/09/71,1.396,1.332649598,3.861202661
21/09/71,1.437,3.111393638,3.803265478
22/09/71,1.474,5.041441973,3.214432499
23/09/71,1.45,11.10321376,2.624776089
24/09/71,1.417,19.38878649,3.585019661
25/09/71,1.393,4.687325335,4.187610238
26/09/71,1.294,6.872013159,4.438742588
27/09/71,1.212,25.45456177,4.198827755
28/09/71,1.175,3.462779194,4.266163579
29/09/71,1.154,9.462795661,4.256791417
30/09/71,1.096,11.67028738,4.147963997
01/10/71,1.023,5.078097564,4.232219677
02/10/71,0.927,0,3.653650252
03/10/71,0.864,0.291788115,3.525156964
04/10/71,0.805,2.827182136,3.718120583
05/10/71,0.748,0.542115608,3.457091881
06/10/71,0.718,16.10636245,4.28967879
07/10/71,0.676,5.231717564,4.161043556
08/10/71,0.626,0,3.889766914
09/10/71,0.567,0,3.392792441
10/10/71,0.536,0,4.206190205
11/10/71,0.52,2.274630682,4.343062908
12/10/71,0.492,0.911868345,3.487568995
13/10/71,0.47,5.462341508,4.078357163
14/10/71,0.443,0,4.365467048
15/10/71,0.409,0,4.149539847
16/10/71,0.371,0,4.04354373
17/10/71,0.344,0,4.193428625
18/10/71,0.316,0,3.76729818
19/10/71,0.306,3.75157366,4.523133759
20/10/71,0.298,1.120735565,4.040025984
21/10/71,0.287,0,3.929235149
22/10/71,0.279,0,3.953019511
23/10/71,0.273,0,4.122826098
24/10/71,0.267,0,4.247284086
25/10/71,0.253,0.215049082,4.010487787
26/10/71,0.238,2.107402283,4.055314648
27/10/71,0.226,0,4.118860809
28/10/71,0.214,3.56375923,4.059368741
29/10/71,0.206,0,4.297763199
30/10/71,0.198,0.790491253,3.852538737
31/10/71,0.19,0,4.372126016
01/11/71,0.183,0,4.50019535
02/11/71,0.173,0,4.538550272
03/11/71,0.164,0,4.475297114
04/11/71,0.157,0,3.856004307
05/11/71,0.149,0,4.04097307
06/11/71,0.141,0,4.020755602
07/11/71,0.132,0,4.126580417
08/11/71,0.124,0,4.170152593
09/11/71,0.116,0,4.347158143
10/11/71,0.111,0,4.344769256
11/11/71,0.106,0,4.120538432
12/11/71,0.099,0,4.339820847
13/11/71,0.093,0,4.145158513
14/11/71,0.088,0,4.316529314
15/11/71,0.083,0,4.317780619
16/11/71,0.079,0,4.325999428
17/11/71,0.073,0,4.021739729
18/11/71,0.07,0,3.962019107
19/11/71,0.065,0,3.914740229
20/11/71,0.061,0,4.216795229
21/11/71,0.054,0,4.278976875
22/11/71,0.051,0,4.074255664
23/11/71,0.049,0,3.961719121
24/11/71,0.046,0,4.08485953
25/11/71,0.044,0,3.993030718
26/11/71,0.041,0,4.134071585
27/11/71,0.038,0,4.214016049
28/11/71,0.035,0,4.312149749
29/11/71,0.033,0,4.192610575
30/11/71,0.03,0,3.95571939
01/12/71,0.029,0,3.903365742
02/12/71,0.027,0,4.56386786
03/12/71,0.025,0,4.821395168
04/12/71,0.024,0,4.69923839
05/12/71,0.022,0,4.22346526
06/12/71,0.021,0,4.184297108
07/12/71,0.02,0,4.487712574
08/12/71,0.019,0,4.175759428
09/12/71,0.018,0,4.244222403
10/12/71,0.018,0,4.458674339
11/12/71,0.017,0,4.508543319
12/12/71,0.016,0,4.411989591
13/12/71,0.015,0,4.312306162
14/12/71,0.014,0,4.484649019
15/12/71,0.013,0,4.774860858
16/12/71,0.012,0,4.799145279
17/12/71,0.011,0,4.670048004
18/12/71,0.011,0,4.678170248
19/12/71,0.011,0,4.832585755
20/12/71,0.01,0,4.681357026
21/12/71,0.01,0,4.144409396
22/12/71,0.009,0,4.796030295
23/12/71,0.009,0,4.760098578
24/12/71,0.009,0,4.890473384
25/12/71,0.009,0,4.847521621
26/12/71,0.008,0,4.539811623
27/12/71,0.008,0,4.507673739
28/12/71,0.007,0,4.677462075
29/12/71,0.007,0,4.866633325
30/12/71,0.007,0,5.08425377
31/12/71,0.006,0,4.902649304
01/01/72,0.006,0,4.785242652
02/01/72,0.006,0,4.522573158
03/01/72,0.005,0,4.568516451
04/01/72,0.005,0,4.761484316
05/01/72,0.005,0,5.006057735
06/01/72,0.005,0,4.891600784
07/01/72,0.004,0,4.876135277
08/01/72,0.004,0,4.929971323
09/01/72,0.004,0,5.183183115
10/01/72,0.004,0,5.023933248
11/01/72,0.004,0,4.758995165
12/01/72,0.004,0,4.777256657
13/01/72,0.004,0,5.01756301
14/01/72,0.004,0,4.743915182
15/01/72,0.003,0,4.708952417
16/01/72,0.003,0,5.177979139
17/01/72,0.003,0,5.384065692
18/01/72,0.002,0,5.99909803
19/01/72,0.002,0,6.032072387
20/01/72,0.002,0,5.799770629
21/01/72,0.001,0,5.22844402
22/01/72,0.001,0,5.322198951
23/01/72,0.001,0,5.082144677
24/01/72,0,0,4.990543012
25/01/72,0,0,5.171734366
26/01/72,0,0,5.155081641
27/01/72,0,0,4.994059683
28/01/72,0,0,4.768472062
29/01/72,0,0,4.959556655
30/01/72,0,0,5.692619788
31/01/72,0,0,5.497907807
01/02/72,0,0,5.709089909
02/02/72,0,0,5.650928944
03/02/72,0,0,5.629125982
04/02/72,0,0,5.378202193
05/02/72,0,0,5.138797968
06/02/72,0,0,5.294538798
07/02/72,0,0,5.151959255
08/02/72,0,0,4.856537501
09/02/72,0,0,4.75697224
10/02/72,0,0,5.238524492
11/02/72,0,0,5.247901676
12/02/72,0,0,5.3410313
13/02/72,0,0,5.019155569
14/02/72,0,0,4.830786253
15/02/72,0,0,4.964832341
16/02/72,0,0,4.814275204
17/02/72,0,0,4.666651712
18/02/72,0,0,4.551747282
19/02/72,0,0,4.511499892
20/02/72,0,0,5.00150675
21/02/72,0,0,5.480279242
22/02/72,0,0,5.446261414
23/02/72,0,0,5.247667246
24/02/72,0,0,5.003161653
25/02/72,0,0,4.692156662
26/02/72,0,0,4.651198583
27/02/72,0,0,4.709792938
28/02/72,0,0,5.09573661
29/02/72,0,28.77443281,5.014832908
01/03/72,0,0.119346823,4.705380201
02/03/72,0,0,5.190687716
03/03/72,0,0,5.308988199
04/03/72,0,0,6.904355131
05/03/72,0,0,6.507087659
06/03/72,0,0,6.11242704
07/03/72,0,0,4.874749576
08/03/72,0,0,3.974332194
09/03/72,0,0,5.173555758
10/03/72,0,0,6.11153421
11/03/72,0,0,5.011875297
12/03/72,0,0,5.959364193
13/03/72,0,0,5.539814352
14/03/72,0,0,5.765872254
15/03/72,0,0,6.841213281
16/03/72,0,0,6.025322362
17/03/72,0,0,5.932345184
18/03/72,0,0,5.628714605
19/03/72,0,0,5.321917872
20/03/72,0,0,5.493078028
21/03/72,0,0,5.884150059
22/03/72,0,0,5.331193506
23/03/72,0,0,4.036361035
24/03/72,0,0,4.843922617
25/03/72,0,0,5.002127338
26/03/72,0,0,5.215715252
27/03/72,0,0,4.992611642
28/03/72,0,0,5.443230122
29/03/72,0,0,5.283263172
30/03/72,0,0,5.227740731
31/03/72,0,0,5.280116486
01/04/72,0,0,6.143676071
02/04/72,0,0,5.647637931
03/04/72,0,0,5.877427892
04/04/72,0,0,5.813107695
05/04/72,0,0.22409796,6.091891962
06/04/72,0,0.545003236,5.985588525
07/04/72,0,0.298424872,5.228912879
08/04/72,0,9.784701894,5.063223918
09/04/72,0,1.821851985,5.544289808
10/04/72,0,0.405968049,5.629948735
11/04/72,0,0,6.06153576
12/04/72,0,0,6.101713086
13/04/72,0,1.228725029,5.744755233
14/04/72,0,0.257022485,5.220611944
15/04/72,0,4.372351893,5.098548734
16/04/72,0,0,5.414485456
17/04/72,0,1.210846144,5.953006779
18/04/72,0,6.402747434,5.977641758
19/04/72,0,24.74863921,5.29060544
20/04/72,0,8.695262636,4.658500611
21/04/72,0,0,6.64126409
22/04/72,0,1.487715762,6.780702341
23/04/72,0,10.08520349,7.127982516
24/04/72,0,0,6.401851242
25/04/72,0,0,4.583927311
26/04/72,0,0,4.546997325
27/04/72,0,0,4.790690321
28/04/72,0,0,4.566498362
29/04/72,0,0,4.072584683
30/04/72,0,0,4.740237138
01/05/72,0,0.208567913,3.744917366
02/05/72,0,0.357656976,4.565997151
03/05/72,0,0,4.83762436
04/05/72,0,4.052866536,3.716471731
05/05/72,0,0,4.507151991
06/05/72,0,0,4.94008554
07/05/72,0,3.78872435,5.186063062
08/05/72,0,0,3.456837354
09/05/72,0,0,4.031862171
10/05/72,0,13.24989569,4.370548892
11/05/72,0,0.331868292,3.761649137
12/05/72,0,54.09151617,4.65034951
13/05/72,0,20.37332315,3.843514454
14/05/72,0,0.037987157,5.334285384
15/05/72,0,0,4.621120969
16/05/72,0,2.502187209,4.128078651
17/05/72,0,0,4.574937642
18/05/72,0,0,4.334019263
19/05/72,0,0,4.879302595
20/05/72,0,0,5.157683629
21/05/72,0,4.3832708,4.75200688
22/05/72,0,3.442304088,4.464501299
23/05/72,0,0.550792601,4.809602727
24/05/72,0,25.74760337,4.538970722
25/05/72,0,1.074168432,3.900137847
26/05/72,0,0,3.403131706
27/05/72,0,0.412253324,3.015287026
28/05/72,0,0,4.856735459
29/05/72,0,0,4.417281232
30/05/72,0,0.066725619,4.496543113
31/05/72,0,14.7447484,4.319344749
01/06/72,0,1.938783613,4.561574778
02/06/72,0,0,3.985938174
03/06/72,0,0,4.492711006
04/06/72,0,0,3.283734379
05/06/72,0,0,4.457329656
06/06/72,0,1.783811316,4.541353274
07/06/72,0,3.270509637,4.672085779
08/06/72,0,0.053280677,4.145458159
09/06/72,0,14.77504096,4.442495077
10/06/72,0,0.527147111,4.008896258
11/06/72,0.038,0,4.322316597
12/06/72,0.101,4.649188236,3.725334311
13/06/72,0.068,1.221672197,3.296509837
14/06/72,0.046,0,3.394343331
15/06/72,0.032,0,2.420512925
16/06/72,0.021,0,2.570567439
17/06/72,0.018,0.100169317,4.469880031
18/06/72,0.01,0.87395633,3.429603035
19/06/72,0.003,1.772092551,3.181359796
20/06/72,0.001,0,3.398479037
21/06/72,0.002,0,4.188247378
22/06/72,0.056,2.065400913,4.166086278
23/06/72,0.048,6.865991312,3.685161005
24/06/72,0.042,6.641294208,4.634842212
25/06/72,0.011,0,4.556988613
26/06/72,0.007,0,3.951069599
27/06/72,0.006,0,3.538638748
28/06/72,0.005,3.401335545,3.595463451
29/06/72,0.004,1.858245943,4.199318585
30/06/72,0.009,15.84725522,4.498630106
01/07/72,0.007,8.212122055,4.446737021
02/07/72,0.005,0.759801646,3.247712773
03/07/72,0.004,16.20496398,2.766656144
04/07/72,0.002,4.14762067,2.368091924
05/07/72,0.018,0.451707988,3.457600934
06/07/72,0.113,0.613155169,4.159940461
07/07/72,0.033,0.880877433,4.227911948
08/07/72,0.009,0.775486748,3.931515685
09/07/72,0.005,0,4.010777156
10/07/72,0.003,4.963597918,4.501586678
11/07/72,0.009,2.536638847,4.194410285
12/07/72,0.006,0.539759677,4.051391008
13/07/72,0.004,0.035631865,3.484356365
14/07/72,0.005,2.145552177,2.636525643
15/07/72,0.004,0,3.59764936
16/07/72,0.003,0,3.926791718
17/07/72,0.002,0.572430751,3.899306874
18/07/72,0.002,2.034168734,2.670011871
19/07/72,0.036,8.013040745,2.59213291
20/07/72,0.049,0.249276897,3.582105115
21/07/72,0.105,1.423543134,3.193012356
22/07/72,0.12,1.226246727,2.595304303
23/07/72,0.097,0.471409088,2.689398635
24/07/72,0.154,0.027774373,3.145976415
25/07/72,0.157,0.733938226,3.324698265
26/07/72,0.115,0,3.938520188
27/07/72,0.119,0,4.210444065
28/07/72,0.071,0,3.937705711
29/07/72,0.056,39.95904238,3.371078553
30/07/72,0.046,3.447948839,3.913356845
31/07/72,0.036,1.563540924,2.172227374
01/08/72,0.125,30.68645074,2.602281367
02/08/72,0.072,19.88365007,3.420694612
03/08/72,0.157,0.037987157,3.355644036
04/08/72,0.218,0,3.684007651
05/08/72,0.168,1.449589048,2.47010605
06/08/72,0.139,21.02373142,3.272675114
07/08/72,0.147,3.243621056,3.667820832
08/08/72,0.139,8.703449041,2.723241505
09/08/72,0.144,0.981168818,2.477399157
10/08/72,0.112,37.48575208,3.215211413
11/08/72,0.196,13.01871046,2.816032265
12/08/72,0.462,0.911497428,3.875116263
13/08/72,0.454,33.44335745,2.540756347
14/08/72,0.416,60.59387675,2.955454879
15/08/72,0.409,0.345253298,3.702662593
16/08/72,0.461,0,3.520754761
17/08/72,0.93,68.98776531,3.167346576
18/08/72,0.85,4.597869192,2.096947643
19/08/72,0.71,0.686396183,3.86624349
20/08/72,0.578,13.62714446,4.070002257
21/08/72,0.541,0,2.916175667
22/08/72,0.533,17.84385718,2.337161229
23/08/72,0.716,31.29894326,3.449965143
24/08/72,0.675,0.21285074,3.199633127
25/08/72,0.642,27.68827386,2.423430167
26/08/72,0.621,0.487555808,2.928485793
27/08/72,0.6,4.882956967,3.85663441
28/08/72,0.544,4.503707392,4.18353254
29/08/72,0.698,15.43698615,3.461332512
30/08/72,0.838,33.24806074,3.01722792
31/08/72,0.911,4.429284425,2.991173037
01/09/72,0.949,10.82610254,3.696310098
02/09/72,0.959,40.3062938,2.772222123
03/09/72,0.927,1.313651057,3.412695526
04/09/72,0.916,0.921979787,2.785580474
05/09/72,0.904,0.428159089,3.058763062
06/09/72,0.899,11.11730511,3.14912939
07/09/72,1.059,17.91917165,3.544060659
08/09/72,1.063,0.949460921,2.814087335
09/09/72,1.159,0.317670003,3.028873287
10/09/72,1.312,15.86967463,3.311523239
11/09/72,1.379,0,3.326536641
12/09/72,1.417,0.894291986,4.001662033
13/09/72,1.453,39.45977211,3.954969424
14/09/72,1.467,17.50529714,2.757750577
